,adim,bdim,index
175,5.93759923549,-45.8551911126,77569
176,2.1119670876,-2.54234791369,182629
177,-20.1871450742,38.7828713369,60833
178,5.67189111212,-3.77862348788,44361
179,-16.9761851905,-0.66583542151,109502
180,-21.0089576264,-3.07214122292,180762
181,24.4772761844,-25.4235267166,3936
182,-0.610919038271,-33.393643793,74062
183,-8.8660309088,-37.7934823853,198047
184,31.5941535812,2.3603124547,101879
185,15.5712520185,6.95527009535,104421
186,9.46376922069,-3.18658125712,167428
187,15.8501943075,-39.2314067724,139467
188,9.60516005663,4.16250308318,63658
189,13.221838108,10.7564602851,33284
190,11.9396194278,24.1597102495,175877
191,-28.911212177,20.4028043346,183790
192,8.08382328079,34.8904808072,124930
193,-30.5033676,22.9226563859,168424
194,20.6846578435,10.0539753457,9582
195,-4.16499053064,-21.0049085472,7564
196,8.28770865744,-32.3666056551,33690
197,3.26527004682,-12.7155278008,80558
198,-10.2105203569,24.2863747775,6279
199,-23.0593062837,9.36676806734,176134
200,4.99471340575,-26.3818020502,178151
201,-22.3056383341,-2.29189699729,91392
202,-5.58053836903,-22.3593964178,103711
203,1.35506599471,22.54357651,173616
204,-29.6939907835,-9.31897851292,105060
205,-4.51440049611,-28.9240055223,156406
206,-24.5591276596,32.722044095,133901
207,18.7825137486,-28.9324949225,160712
208,-8.28589703401,40.5891923099,22403
209,16.4586215141,-23.5027563871,79419
210,8.17667433126,-24.538665512,43290
211,4.65836579109,-26.8071068421,47218
212,-19.8281621336,22.288086171,190942
213,-24.0960979433,18.5538864938,66820
214,-26.1926411784,-1.50679705903,29022
215,3.94811135125,18.3362012165,16452
216,-11.7302265328,37.7064308318,38802
217,-18.183845479,-12.2761754178,12336
218,6.20801393676,33.020869996,43266
219,-15.3834386802,11.3898173582,30097
220,-28.5542204585,2.5363043955,7019
221,-27.8033790322,4.95531304627,178469
222,-22.5356499343,7.1333802687,141767
223,-17.4703259467,-20.2475756838,187262
224,-2.82026349515,6.28782486813,116835
225,-20.0352495705,39.0475318792,79379
226,-3.29790721064,19.5939308209,136261
227,-20.5504679468,39.0526488509,38612
228,-24.2931360321,-11.5863739778,197276
229,18.7452515224,24.7692038411,76706
230,8.36283893319,-36.7243341373,119907
231,-13.1863354611,34.388937278,91543
232,-21.1784537276,-2.41848084147,55575
233,21.1685055113,14.4010465718,44362
234,-19.1520301166,-5.32950841271,14390
235,-24.5118024871,-7.96372336759,112153
236,1.73160453011,-0.248702458952,128237
237,-1.6764089406,-5.95295976867,143989
238,-15.9415134031,-31.1639815586,198439
239,22.1204348705,6.52919081487,22999
240,-29.7878630142,-4.32690152958,34477
241,25.944736733,1.22525756093,163549
242,6.2479793748,-1.12837696778,59092
243,14.4846426153,-6.19830794186,157273
244,7.31484165407,-23.3597084536,176929
245,14.9079295183,-11.3710366855,32261
246,-6.03965763652,-21.7455421561,27873
247,-0.244712304475,13.6690559974,57907
248,7.6879506487,9.16871993387,7995
249,-15.4277009543,2.647686237,112014
250,-3.9386143314,-5.34907311103,20458
251,-18.6534891767,35.6537198407,83711
252,-1.70526450448,-0.758246544958,85218
253,12.1249785186,-7.89846246783,6440
254,17.1558386625,-9.13308866647,119849
255,6.08559746959,-42.1535317771,124700
256,0.80530720874,-10.766437585,144496
257,31.0053923626,10.6301443884,167877
258,-5.39425184381,39.9742562872,153331
259,-14.558768227,-35.6609674466,187490
260,-20.6860454769,23.1231231927,86447
261,12.3742437336,-5.32694475433,7670
262,-18.1995284378,21.2563040084,72325
263,-26.4622975142,-12.6749545763,158122
264,-2.07042026031,45.2016503,76840
265,15.6611003945,-4.28565184943,166696
266,-1.21916215978,-25.724828041,7613
267,8.52548266856,-34.8634002407,137626
268,1.64750140437,22.4025166553,52280
269,-4.37018262991,-14.7571592546,164058
270,-4.48219016176,-38.8372917135,16659
271,-3.34182751957,1.14890754629,116945
272,6.30379305105,11.3357275527,47258
273,-7.53887934696,5.29558063049,197159
274,0.315395237363,44.4921320579,81280
275,-3.19889747359,0.778341966077,107416
276,2.83600327909,-19.5671438023,64432
277,4.36540328407,-5.50476846281,159788
278,-9.14703336336,-27.7855072812,117017
279,-5.99907213455,21.8703316973,178075
280,10.3236638816,-23.3622580986,121372
281,2.92271929772,32.495657181,3951
282,-27.7364107187,28.6479380187,177410
283,5.26918596787,-39.8882323459,109064
284,7.30314493178,25.1456114158,52125
285,-25.7460610481,21.5139433332,196763
286,-25.9560312899,18.2995313046,105656
287,30.7136370933,-11.807231972,104612
288,18.1419685305,-19.1949117771,194529
289,15.8377387867,7.62117385524,162084
290,31.015226227,-15.7386093466,25072
291,9.87416530927,32.1991959594,9900
292,14.8072941555,9.32365634436,58033
293,-12.3749883123,-9.34167872647,193869
294,10.4324969847,-7.56394000072,192801
295,9.94837670489,-45.0758125663,191917
296,23.5486132278,-17.5645369546,49223
297,14.9038052914,25.7270433445,187064
298,14.5907701177,29.7284391756,131304
299,14.8304271871,14.6794723436,146885
300,3.22273349148,-26.690371384,187465
301,-8.01907754639,42.2482290622,49017
302,5.6688045187,11.985057214,76437
303,12.2904378317,-3.36286089229,122207
304,-14.6407041464,-25.6476963216,77394
305,20.258356088,-6.598531389,106688
306,-4.71496593458,5.53482943069,59123
307,8.70188988628,32.1531220365,97641
308,-6.47496232359,-35.5957332238,153358
309,6.55144859356,-0.711691704595,46026
310,13.4081103604,-26.496040052,115506
311,-5.26209134763,21.2747390257,187600
312,-1.01828069817,29.0360668381,59
313,-10.4836619615,9.28889649918,143988
314,-18.4234358361,12.6087300935,98221
315,6.21568995642,-44.1812837053,154298
316,-17.4117206773,-37.2072159984,76447
317,-8.48134633157,31.860831271,194760
318,8.43689168864,4.87225290255,185893
319,-17.3965426814,-38.081739915,63775
320,-7.06743381173,-39.9989719082,106663
321,13.6064332127,3.74852030272,140069
322,-25.6674988289,4.35173446465,42695
323,-0.807951510609,30.6176305242,171203
324,12.0392291005,-34.9234451488,61235
325,23.4497471534,-19.5249655123,71024
326,19.8334328792,-29.767350409,165937
327,10.252872718,24.7741958337,167604
328,29.004791055,11.3783119274,71361
329,-27.3810797798,4.76116685022,137900
330,9.52961328908,-12.7036597163,160584
331,-24.654880196,-9.67199147609,59668
332,15.3793556938,-14.6172666193,96415
333,14.3832066583,24.2937452155,145084
334,30.7302514682,-1.7314055058,125250
335,20.8681689104,2.04884010087,101491
336,-0.729931611516,-32.6216292112,70077
337,4.22987913826,-45.9189679579,179280
338,-1.45855868314,33.3373968079,81731
339,-4.18821755975,42.5760743681,10736
340,-8.88845766251,-2.91983365827,26682
341,28.0970587629,10.4621722465,140099
342,-14.1121239211,-32.9574969899,163673
343,-0.676368435929,-28.9661261992,47159
344,5.3156757503,-18.6149663052,178699
345,-2.96966901174,-11.7286230856,42241
346,7.53707305823,-0.0764509522924,8265
347,26.3528116058,-8.2590115795,176191
348,-20.3406606901,38.985452402,178112
349,1.71802488436,-29.1409693838,180927
350,7.93118249248,16.1909939952,25278
351,12.9439192624,-42.3666054683,144184
352,-14.8239559193,-14.6224544505,6681
353,-6.42569791242,16.6388701433,187978
354,4.35239064747,-30.9628905687,95668
355,5.85228307237,23.9377560951,80926
356,-0.705965029411,36.6947037645,13503
357,-21.9488132595,5.33216245641,173028
358,-29.939391107,-7.16122517074,41049
359,3.39680447519,-13.914347752,163734
360,-22.0576427925,19.6787329029,11594
361,-4.40578074919,37.6398213899,127910
362,-17.7501812413,-29.2508805052,17969
363,-27.3284256967,1.60295038565,175959
364,-24.8249616954,-10.0182618676,36656
365,-4.98570784878,26.5384244996,43938
366,7.67922033343,30.6022248175,153344
367,7.058259774,37.2897164693,125846
368,4.93620399222,-41.9701090052,37454
369,32.2338975705,2.71569405977,150250
370,13.2313916614,-29.2061723938,31723
371,-3.52863324763,-22.6952559768,106892
372,12.6714309162,-41.8561503191,75499
373,-14.0220170575,17.3625885686,105070
374,2.71849196449,-21.7877559002,80105
375,11.4793015428,9.2576449621,800
376,-0.935134572322,-33.9191861209,69087
377,2.56792116968,14.1948315097,59010
378,13.5902609287,-42.1513128186,40284
379,5.5309563218,-25.1595872091,138613
380,9.80224420476,3.20188842212,137898
381,-15.4649043902,24.9910631608,188453
382,8.75192382698,-12.1834480338,119836
383,24.0013269985,3.48233024592,31596
384,-20.7370185444,-14.0514031806,168031
385,-4.86363466479,-23.3113858976,29340
386,15.2613540757,25.4199367267,135077
387,-13.9456713718,39.4654357394,39211
388,3.68596905412,20.3939140013,58174
389,7.07441053733,-36.5568391286,109194
390,12.8955896164,18.412164026,187422
391,15.6268607496,27.2814717658,195365
392,12.9286034425,-31.9897748754,143105
393,2.94865310404,27.5196701233,43988
394,9.93024020269,-9.05749505583,26098
395,-17.0058909251,2.59832248546,46314
396,3.73374456429,33.449851327,51210
397,0.707262424392,3.2205568499,152066
398,-28.1078939577,-7.21735317925,54815
399,9.93620655546,25.0457153849,180667
400,6.83105166371,-24.4394733696,82242
401,0.695779472399,14.9205434538,123924
402,-23.2061022427,-11.0137434393,46849
403,-18.3637814616,7.80742083916,159931
404,2.45280969075,27.7465931866,183547
405,9.93928554829,-23.4090702673,50987
406,15.961589179,-40.1258232981,52525
407,12.1156965829,20.0219212229,920
408,-8.08191305032,-36.739963227,178533
409,-15.8863444525,39.6215003352,113390
410,16.251903002,-6.53479558861,16345
411,-3.75176169903,-3.86529609372,42935
412,26.1164244639,-7.35681591455,172448
413,30.044916985,15.4695894277,194595
414,-8.21748051731,3.67603227693,69412
415,23.3820601752,12.4409360153,62383
416,-24.9223459612,14.3556389349,97039
417,-13.2583827961,9.5819036594,182840
418,-1.66949560931,-5.55983377345,173131
419,-12.6999374841,22.0622163756,184767
420,-5.2471675756,27.3807576886,155535
421,-21.9590178897,32.3275272641,177988
422,5.28223554572,-46.304111579,2250
423,15.6085674024,-40.1723507249,94681
424,-9.82566702414,-12.0473402461,135079
425,-31.7263430553,-4.63063912394,51680
426,24.7528711493,-15.2086143773,123727
427,11.7511049848,8.95569576212,188044
428,6.2259992684,-42.4837096219,50033
429,5.06264084743,24.4793657245,100073
430,-3.27392653314,14.7403285897,20260
431,-0.823936688965,-9.46108140951,117204
432,33.8025025019,0.938220586362,57944
433,-13.9800457431,23.6328759306,166801
434,11.1909684111,9.43738678681,94225
435,-10.2264543097,14.8518702253,176990
436,6.52211708215,-33.7463052955,71589
437,-12.2011417295,-0.76906862597,144036
438,-2.73664024121,-28.7068374627,38008
439,13.8390120463,-12.106189329,68784
440,-14.3442608406,-17.152238747,53684
441,15.6230847998,2.43880940276,66752
442,-7.19611506355,-11.5962860295,159603
443,-10.803553656,23.1279626141,108892
444,-32.2714733959,-0.931183798745,116597
445,-9.52576717723,2.23998116416,135894
446,-12.379970679,-12.7846880611,30066
447,-1.95687061086,5.0096619006,14408
448,-3.00497415363,13.5534257832,176618
449,-24.506612688,6.92030108148,25106
450,2.69856659527,2.96622933458,179003
451,8.55534323272,-7.97814139823,121669
452,-5.17893958614,-21.6670675193,132677
453,-15.2315091994,1.40881123802,147507
454,-13.810810814,-21.3770614511,75560
455,-3.13646824229,4.47314810605,99806
456,24.5176795026,-15.1161236917,105217
457,19.1138886794,-18.6933668854,150212
458,-15.6412315428,8.28752851171,191413
459,-19.1945746841,40.2608043475,133520
460,3.23103374042,12.1425969244,58380
461,32.2991018038,8.16749980022,105936
462,-10.4645994312,34.6249977465,109496
463,16.0515397277,-38.6631515624,152465
464,-2.82434455385,-25.499255672,112547
465,4.74865574553,20.4661374235,162600
466,-18.0921213714,6.23667020641,151045
467,-24.0593863058,11.3232328595,160322
468,-19.2580927622,-9.81044558933,74858
469,14.8966834613,-4.68699191863,187255
470,-1.55523663092,-12.0552032401,151875
471,-25.4736072623,15.6744452702,117402
472,-6.08018405513,15.1082653831,185440
473,-28.2228245275,4.47132207598,195142
474,-2.76453129539,-25.4744171045,782
475,-31.8439870406,0.643983019467,56197
476,6.76326457198,9.90435018036,55675
477,14.2393376656,-30.4605725239,177910
478,-14.8079066029,41.2673826106,12827
479,-14.0959781813,22.4924218992,107402
480,13.6130107143,-30.583839382,147067
481,-3.97330561507,-8.34262447177,149723
482,12.5161786428,0.576276966012,158370
483,-23.4219355542,24.7068135071,105562
484,-7.85709450347,14.1530313766,57356
485,-19.1516603364,-19.4406905504,51847
486,2.2772496749,42.3582469248,47281
487,2.59381671503,-36.002415722,56492
488,14.5220543993,-14.6507910518,65988
489,28.2975237133,-13.2979410914,58428
490,-13.7470011193,-36.949655367,140476
491,25.4404329898,-10.5586899904,103003
492,-16.4187425501,34.4917020064,145327
493,-0.414830261251,-11.101121624,105248
494,26.0768796754,10.2029811566,12116
495,26.9868617351,-1.64654297785,194954
496,1.47423579385,-33.2367076929,148740
497,-0.732790909754,-23.0108604945,90646
498,-11.2264609577,-1.17791201166,106909
499,-20.8068646578,34.9178849046,162677
500,0.196306322285,-31.7616632037,67876
501,-3.29353193095,-0.130719830398,13787
502,-10.5229145831,32.5734926636,161363
503,-19.6281646321,15.7195634446,190504
504,-20.2599149582,18.4482723316,83778
505,-10.0744010055,6.7043858664,176008
506,24.7633116118,-27.8285631842,39715
507,1.15466232274,-40.9457959443,36504
508,6.42197780598,-40.040964065,129975
509,8.04369422725,34.4856884631,148006
510,-6.16227185151,-10.3861649026,190208
511,-8.20125215537,-34.2957518823,190218
512,3.26198453512,15.6566204374,11540
513,18.3331871292,-33.036382293,183580
514,-7.99962956151,-30.4871275043,161499
515,16.2771118187,9.94795430043,25320
516,-5.94154777054,8.20121057801,148
517,-8.00852172899,-9.83089776426,190115
518,4.35371396712,-23.3221406957,115695
519,-2.01794133568,10.7940532286,84904
520,-1.68950679512,28.0526300447,61925
521,-2.67448125685,29.9065357947,1826
522,-0.249633918333,-21.748979032,74218
523,3.61677629343,-2.07698591804,39158
524,-1.35750440083,-2.68897248258,136315
525,-23.3487018919,16.5030610937,173801
526,-10.9237612349,-33.5856249269,38951
527,0.895821810824,-42.717677775,149392
528,-7.08135615405,-17.1814767282,50627
529,9.38129308822,28.9808015765,193704
530,-28.6411144164,15.6399288012,33153
531,25.1413432115,4.74750221556,48515
532,-2.67388058967,-25.2757992464,101688
533,-0.798427251565,17.6479971771,11192
534,-14.2947172291,36.4514975245,151526
535,8.39890100673,-11.4539984909,131988
536,27.1661404814,17.4963726406,62185
537,9.06190453829,-21.7872258532,99173
538,15.2265088798,-0.255769616488,149351
539,18.8426696598,7.4843939414,27219
540,-17.6839658905,-0.705310011071,111883
541,-3.0901126646,41.3684810289,25648
542,-2.81325838792,-41.2074237945,199911
543,-5.90949885213,-14.6708123419,72956
544,-12.4593912066,26.2324313131,24935
545,-18.6377138294,-4.75068815475,23761
546,-3.0131097121,-20.5800967292,24011
547,-7.2165860184,-9.25905362848,184630
548,12.7300148973,-23.9305420448,88275
549,-24.6566005557,12.635596014,152454
550,32.8204498032,0.0967775474693,101112
551,-7.7429104563,-35.1317143762,156516
552,-4.05746763892,16.0373440154,567
553,-20.4019107447,9.82302990312,5446
554,-15.3983671655,22.8216784121,145127
555,-12.2993707677,33.4758728988,52402
556,-19.9166646731,21.6383235707,95469
557,-10.8551847431,27.7773718596,118945
558,2.60397877014,10.0878195466,57590
559,1.74471427819,-5.4391689392,168450
560,13.5097539611,-9.86045744532,177881
561,-7.83959759288,-27.0998619132,8737
562,-8.21915382657,-25.6432595318,155503
563,32.0886317569,10.6693014082,54778
564,21.2943995311,14.4267423975,30
565,29.7296317364,-11.185232345,110469
566,30.1707619907,14.9194537905,164653
567,6.23527667275,-45.481495517,115533
568,-11.2373049871,-1.20361910618,186016
569,-20.1492886421,-20.69378732,13127
570,7.30622212134,-10.5095639087,38496
571,25.153396673,-15.1320383378,44871
572,-3.34088238297,-12.2533812926,195123
573,-23.966456247,-3.37684781743,60883
574,25.7013971341,8.96448416631,159924
575,10.7971260576,-5.99647612596,158918
576,31.9066577342,11.4916342564,51933
577,-25.6306133101,-10.6208896955,88022
578,-5.61154896351,-3.06462194472,77754
579,8.45283681886,-3.76297887516,35405
580,15.5080019777,5.00755208784,15279
581,-18.2718377098,9.43635868438,40914
582,-4.35606437749,33.3449283953,112128
583,-0.619209740879,-38.0850994239,2114
584,25.583264893,-10.689228216,114832
585,0.419849437849,13.2097193867,147296
586,17.3087600993,-8.73894269578,87772
587,-13.1864026813,1.72327193836,40932
588,2.92871846682,-22.9930545489,128746
589,-9.66073887372,27.5689459394,142999
590,-14.4563455455,26.1925541356,144048
591,21.1723963671,-1.47665454141,135717
592,1.32850585827,-20.800353527,128961
593,8.02534430027,-21.6189360807,133234
594,3.49857653803,-19.7000520567,142873
595,12.2377419179,-22.1814151226,44379
596,-32.8420679289,14.3040895265,148513
597,14.7895054185,3.47974201965,66048
598,-8.16836480097,41.779239878,163542
599,-10.2388677918,31.4561983988,3023
600,-21.7393619706,-6.4970029713,172141
601,24.2275907985,-22.6239092616,174950
602,1.22101084339,-21.096258738,83446
603,31.3471093172,10.4815583212,159832
604,32.9100637364,-6.10596137911,13580
605,16.429320287,18.8331526642,102868
606,-11.4850707912,-26.1401581613,8653
607,8.25693235691,5.50799903345,149024
608,-5.56919674906,-27.239216111,193756
609,5.1840457921,-26.5924442801,112463
610,1.30146192636,42.6190975959,159554
611,6.33177471417,-5.21044289447,100350
612,31.1796752563,10.1343264182,189495
613,16.8794422069,24.7436717291,166345
614,-3.37281596046,-7.43463861438,91388
615,17.0148364597,-19.0725755726,14995
616,-4.86382120865,-39.2610392041,33653
617,6.03943203792,21.5075994696,22589
618,-6.88818574232,41.7052299611,144918
619,17.6298344441,-13.1304157348,104057
620,30.6030166821,-10.3701083536,102226
621,-0.0559156299031,-37.3469438755,79170
622,-14.9650248243,41.2313059324,106811
623,-19.8386570004,5.08908559259,140396
624,-17.1764605663,26.2927363353,2375
625,-4.80993568425,-16.1465461764,152899
626,1.31867552945,-25.1695302541,86142
627,-20.3227799591,2.10664665296,34474
628,-34.8575410967,3.10990642088,134337
629,-13.6928792074,0.8430875083,139850
630,-9.46900030159,19.6612690733,124211
631,-7.26627845798,44.3876486034,132340
632,15.9796571159,17.1164775276,95059
633,27.8946485967,0.666088452949,103353
634,27.0769617517,-6.70537148118,108043
635,-17.5161257768,-18.9409273648,78281
636,19.4101492064,-27.4028110536,104661
637,1.06492223668,-2.47117380847,144645
638,16.3151162339,-28.5355973151,29599
639,-5.846934257,-3.11538042651,75385
640,15.1217211485,-27.1393125906,199899
641,13.8656068352,1.28965410496,10473
642,1.07499727084,42.6702461051,111652
643,-22.7927487147,31.8369792112,17563
644,2.5657577332,10.2328977795,93640
645,13.2097415737,-34.4522727897,99162
646,-10.4178680865,-29.6964292617,62953
647,13.2903843553,-22.7731511414,183488
648,-12.2772002534,-8.77011400639,155066
649,9.15639425163,-20.1844239257,109061
650,-27.2094550928,1.41934324198,44928
651,-18.8553161045,-3.5447003737,14452
652,33.0214260095,11.2183877752,41015
653,31.8621990392,9.50632120697,159384
654,1.84948127719,-13.9510573283,19861
655,16.6235723004,-31.0642077409,87146
656,3.8404953258,-37.9495046717,122390
657,-0.308027659995,-41.0645366158,123916
658,-5.27631358987,21.377586796,151206
659,-1.97378977975,26.7694479462,46964
660,1.31607881276,-9.85861220713,148343
661,10.4459827008,-12.5427473402,124042
662,18.5423813449,-18.8948972457,61966
663,5.1442966535,-1.95855803839,172897
664,17.8617935665,10.0396956496,157912
665,2.517011558,-4.92410079387,104597
666,-9.09994665458,8.49597198682,10147
667,10.0139842587,-37.8350131795,192453
668,-9.43872565059,-20.1251796591,192226
669,-11.6427835138,14.3871320784,112647
670,-9.54921827954,29.5906184021,27062
671,-3.550923119,30.0823816803,63477
672,-14.3478680853,3.47596867381,49204
673,4.5458205121,-43.0960535951,153942
674,-22.2084514837,33.0644775489,187475
675,3.17070137208,23.5003573153,24093
676,-5.34597241641,5.62415451595,81923
677,-5.97792342951,13.4281770942,141571
678,-21.8336841462,8.3173886519,81745
679,-3.6788610545,-40.5200112357,11993
680,6.52323174629,21.8646291342,102473
681,-9.96122836435,28.9317012989,147990
682,6.09071392808,-40.7213569015,113088
683,-17.009273678,2.58462684174,53592
684,10.3008425402,25.8349413175,10826
685,6.69239092728,-41.7238594865,174849
686,8.37665114266,-43.516684664,118328
687,0.0840137646367,44.2963305537,99375
688,-11.4143233929,8.15731515099,172646
689,5.0113115298,-40.8974105353,108210
690,-7.74978072727,20.3185772572,20923
691,7.77525108141,-18.4422169112,193479
692,18.0036485581,-11.5942652878,140599
693,-23.0396318847,34.4533277449,76850
694,-7.7631356776,42.6108209857,26521
695,-18.6676410934,-5.22261316853,87796
696,-8.89485669388,43.2185205823,167535
697,5.76750834934,17.287797959,42945
698,-23.8499315418,-2.28411739411,107289
699,-11.9070832874,37.9709428565,123344
700,-2.2536565925,4.16093118032,185025
701,8.19730721751,-1.20622769427,53124
702,-0.774845225044,46.114962001,21781
703,28.4234058475,4.4292869021,182991
